index,Date,Open,High,Low,Close,Volume,OpenInt
0,1984-09-07,0.42388000000000003,0.42901999999999996,0.41873999999999995,0.42388000000000003,23220030,0
1,1984-09-10,0.42388000000000003,0.42516000000000004,0.41366,0.42133999999999994,18022532,0
2,1984-09-11,0.42516000000000004,0.43668,0.42516000000000004,0.42901999999999996,42498199,0
3,1984-09-12,0.42901999999999996,0.43157,0.41618,0.41618,37125801,0
4,1984-09-13,0.43927,0.44051999999999997,0.43927,0.43927,57822062,0
5,1984-09-14,0.44051999999999997,0.45588999999999996,0.44051999999999997,0.44566000000000006,68847968,0
6,1984-09-17,0.45718000000000003,0.46357,0.45718000000000003,0.45718000000000003,53755262,0
7,1984-09-18,0.45718000000000003,0.46103,0.44051999999999997,0.44051999999999997,27136886,0
8,1984-09-19,0.44051999999999997,0.44566000000000006,0.43157,0.43157,29641922,0
9,1984-09-20,0.43286,0.43668,0.43286,0.43286,18453585,0
10,1984-09-21,0.43286,0.44566000000000006,0.42388000000000003,0.42901999999999996,27842780,0
11,1984-09-24,0.42901999999999996,0.43157,0.42516000000000004,0.42516000000000004,22033109,0
12,1984-09-25,0.42388000000000003,0.42388000000000003,0.41618,0.41618,46515020,0
13,1984-09-26,0.41618,0.4354,0.41111000000000003,0.41111000000000003,30947546,0
14,1984-09-27,0.41111000000000003,0.41366,0.41111000000000003,0.41111000000000003,29541971,0
15,1984-09-28,0.41111000000000003,0.41111000000000003,0.39316,0.40081,65093531,0
16,1984-10-01,0.39955999999999997,0.39955999999999997,0.39186,0.39186,27268068,0
17,1984-10-02,0.39443,0.40853,0.39443,0.39443,32977801,0
18,1984-10-03,0.40081,0.40724,0.40081,0.40081,33583772,0
19,1984-10-04,0.40593,0.40853,0.40593,0.40593,34995586,0
20,1984-10-05,0.40593,0.40593,0.39443,0.39699,27211851,0
21,1984-10-08,0.39699,0.39955999999999997,0.39699,0.39699,13099922,0
22,1984-10-09,0.39699,0.39955999999999997,0.39316,0.39316,34933112,0
23,1984-10-10,0.39316,0.39316,0.38164000000000003,0.38164000000000003,101750813,0
24,1984-10-11,0.38164000000000003,0.39186,0.37906,0.37906,50969114,0
25,1984-10-12,0.37906,0.38164000000000003,0.35985,0.36241,74126674,0
26,1984-10-15,0.38289,0.38674000000000003,0.38289,0.38289,67842205,0
27,1984-10-16,0.38289,0.38419000000000003,0.38164000000000003,0.38164000000000003,32915346,0
28,1984-10-17,0.39699,0.39955999999999997,0.39699,0.39699,43685142,0
29,1984-10-18,0.40853,0.41111000000000003,0.40853,0.40853,68929180,0
30,1984-10-19,0.40853,0.43668,0.40724,0.40853,90949795,0
31,1984-10-22,0.40853,0.41491000000000006,0.40593,0.40593,32003288,0
32,1984-10-23,0.41491000000000006,0.41873999999999995,0.41491000000000006,0.41491000000000006,51993625,0
33,1984-10-24,0.41873999999999995,0.42388000000000003,0.41873999999999995,0.41873999999999995,46577491,0
34,1984-10-25,0.41873999999999995,0.41873999999999995,0.40339,0.40339,44109940,0
35,1984-10-26,0.40339,0.40339,0.39186,0.39316,32028264,0
36,1984-10-29,0.39443,0.39699,0.39443,0.39443,14124427,0
37,1984-10-30,0.39955999999999997,0.40339,0.39955999999999997,0.39955999999999997,20802447,0
38,1984-10-31,0.39955999999999997,0.40339,0.39699,0.39699,16798133,0
39,1984-11-01,0.39955999999999997,0.40339,0.39955999999999997,0.39955999999999997,13118654,0
40,1984-11-02,0.39955999999999997,0.40081,0.39443,0.39699,7721268,0
41,1984-11-05,0.39699,0.40593,0.39443,0.39443,29385798,0
42,1984-11-06,0.41873999999999995,0.42133999999999994,0.41873999999999995,0.41873999999999995,62838381,0
43,1984-11-07,0.41873999999999995,0.42133999999999994,0.41111000000000003,0.41111000000000003,64575036,0
44,1984-11-08,0.41111000000000003,0.41111000000000003,0.39443,0.39443,24575618,0
45,1984-11-09,0.39443,0.39699,0.36754000000000003,0.37138000000000004,82029108,0
46,1984-11-12,0.38419000000000003,0.38674000000000003,0.38419000000000003,0.38419000000000003,31584733,0
47,1984-11-13,0.38419000000000003,0.39316,0.37522,0.37522,35326680,0
48,1984-11-14,0.37906,0.38289,0.37906,0.37906,29098422,0
49,1984-11-15,0.37906,0.38289,0.37906,0.37906,29729373,0
50,1984-11-16,0.37906,0.38419000000000003,0.36883,0.37138000000000004,46227662,0
51,1984-11-19,0.37138000000000004,0.37394,0.34962,0.34962,64974836,0
52,1984-11-20,0.36112,0.36241,0.36112,0.36112,73414508,0
53,1984-11-21,0.36883,0.37138000000000004,0.36883,0.36883,49844653,0
54,1984-11-23,0.37394,0.38419000000000003,0.37394,0.37906,38231510,0
55,1984-11-26,0.38289,0.38289,0.38289,0.38289,28067691,0
56,1984-11-27,0.39316,0.39699,0.39316,0.39316,35532822,0
57,1984-11-28,0.41366,0.42388000000000003,0.41366,0.41366,114488422,0
58,1984-11-29,0.41366,0.41366,0.40593,0.40593,48770186,0
59,1984-11-30,0.40593,0.40853,0.39316,0.39443,30316603,0
60,1984-12-03,0.39443,0.39699,0.38932,0.38932,27330541,0
